timestamp,open,high,low,close,volume,trades
2020-01-01T00:00:00.000Z,7218.5,7298.5,7115,7163,1097785557,352988
2020-01-02T00:00:00.000Z,7163,7234.5,7153,7179,762775093,274470
2020-01-03T00:00:00.000Z,7179,7183,6905.5,6942,1471023953,425292
2020-01-04T00:00:00.000Z,6942,7412,6855,7335,3050176897,751545
2020-01-05T00:00:00.000Z,7335,7399,7258.5,7345,1183967641,368114
2020-01-06T00:00:00.000Z,7345,7494,7310,7350.5,1533245110,424155
2020-01-07T00:00:00.000Z,7350.5,7799,7341.5,7756.5,2344491871,609959
2020-01-08T00:00:00.000Z,7756.5,8214.5,7740.5,8155.5,3903802488,854480
2020-01-09T00:00:00.000Z,8155.5,8462.5,7880,8046,4906482344,1012985
2020-01-10T00:00:00.000Z,8046,8046,7740.5,7810.5,2634163776,681100
2020-01-11T00:00:00.000Z,7810.5,8204,7682,8204,3782453314,925221
2020-01-12T00:00:00.000Z,8204,8295,8006.5,8023.5,2342781516,679745
2020-01-13T00:00:00.000Z,8023.5,8196,7955,8187,1576712742,498913
2020-01-14T00:00:00.000Z,8187,8200,8033.5,8104.5,1313199511,409746
2020-01-15T00:00:00.000Z,8104.5,8900,8104,8835.5,5589882784,1104320
2020-01-16T00:00:00.000Z,8835.5,8916.5,8578,8816.5,3523353461,768339
2020-01-17T00:00:00.000Z,8816.5,8854,8585.5,8719,2445274789,619724
2020-01-18T00:00:00.000Z,8719,9021,8670.5,8901,3728596348,794066
2020-01-19T00:00:00.000Z,8901,8984,8810,8916.5,1836510291,504752
2020-01-20T00:00:00.000Z,8916.5,9190,8430,8700.5,3742743016,783253
2020-01-21T00:00:00.000Z,8700.5,8739,8516,8632.5,2016471911,505889
2020-01-22T00:00:00.000Z,8632.5,8772.5,8455,8727.5,1797763495,466583
2020-01-23T00:00:00.000Z,8727.5,8796.5,8552,8664.5,1313340524,368683
2020-01-24T00:00:00.000Z,8664.5,8669.5,8283.5,8392,2892720411,671484
2020-01-25T00:00:00.000Z,8392,8515,8223.5,8425.5,2520283967,576726
2020-01-26T00:00:00.000Z,8425.5,8427.5,8251,8326,1484100809,397655
2020-01-27T00:00:00.000Z,8326,8599.5,8286,8597.5,1814758342,452126
2020-01-28T00:00:00.000Z,8597.5,8994.5,8566,8900,3131528831,634879
2020-01-29T00:00:00.000Z,8900,9434,8886,9400,4571974682,892413
2020-01-30T00:00:00.000Z,9400,9440,9235,9294.5,3016724002,633542
2020-01-31T00:00:00.000Z,9294.5,9579,9052,9510,3871834826,722011
2020-02-01T00:00:00.000Z,9510,9528,9205,9339.5,2429182170,540931
2020-02-02T00:00:00.000Z,9339.5,9464,9287.5,9382,1606928169,416480
2020-02-03T00:00:00.000Z,9382,9483.5,9113,9325,2558075884,570938
2020-02-04T00:00:00.000Z,9325,9619,9220,9282,2901398321,583506
2020-02-05T00:00:00.000Z,9282,9348,9080,9166,2851149240,562576
2020-02-06T00:00:00.000Z,9166,9779,9157,9630,3835754054,684599
2020-02-07T00:00:00.000Z,9630,9869,9530,9763,3831983024,675691
2020-02-08T00:00:00.000Z,9763,9890,9713,9815,2479752042,501179
2020-02-09T00:00:00.000Z,9815,9957.5,9665.5,9908,2628334844,517274
2020-02-10T00:00:00.000Z,9908,10185.5,9899,10172.5,2935217599,558032
2020-02-11T00:00:00.000Z,10172.5,10199,9715.5,9862.5,3654168022,701152
2020-02-12T00:00:00.000Z,9862.5,10400,9725,10286,3819505406,680240
2020-02-13T00:00:00.000Z,10286,10500,10257,10363,3195518429,622545
2020-02-14T00:00:00.000Z,10363,10550,10075,10241,4590116972,853637
2020-02-15T00:00:00.000Z,10241,10393,10119,10369.5,2321594602,519420
2020-02-16T00:00:00.000Z,10369.5,10402.5,9731,9907,2793702129,546848
2020-02-17T00:00:00.000Z,9907,10049,9642,9934,2631092637,607092
2020-02-18T00:00:00.000Z,9934,9970,9485,9715,3536302919,745141
2020-02-19T00:00:00.000Z,9715,10300,9621,10195.5,3722933606,742140
2020-02-20T00:00:00.000Z,10195.5,10331,9260.5,9596.5,4113270117,749976
2020-02-21T00:00:00.000Z,9596.5,9688,9354,9607.5,2896538588,565110
2020-02-22T00:00:00.000Z,9607.5,9788,9506,9694,1943485619,444784
2020-02-23T00:00:00.000Z,9694,9718.5,9560.5,9675.5,1047504190,299239
2020-02-24T00:00:00.000Z,9675.5,10045,9674.5,9966,2129179142,456599
2020-02-25T00:00:00.000Z,9966,10036,9480,9660.5,3127248830,674542
2020-02-26T00:00:00.000Z,9660.5,9697.5,9233.5,9317,2825728347,652016
2020-02-27T00:00:00.000Z,9317,9368,8580,8780,4672566740,908053
2020-02-28T00:00:00.000Z,8780,8969,8523,8820,3233578879,730658
2020-02-29T00:00:00.000Z,8820,8902.5,8438,8717.5,3535037527,824892
2020-03-01T00:00:00.000Z,8717.5,8806.5,8525.5,8531.5,1624579497,499069
2020-03-02T00:00:00.000Z,8531.5,8769,8400,8532.5,2865341712,736828
2020-03-03T00:00:00.000Z,8532.5,8967,8490,8918.5,2260357992,594418
2020-03-04T00:00:00.000Z,8918.5,8930,8660,8757,2506496796,603755
2020-03-05T00:00:00.000Z,8757,8849,8665,8756.5,1706557363,482268
2020-03-06T00:00:00.000Z,8756.5,9171,8756,9070.5,2680324726,607417
2020-03-07T00:00:00.000Z,9070.5,9180,9001,9158.5,1771717908,428392
2020-03-08T00:00:00.000Z,9158.5,9224.5,8851,8900,2109118200,485186
2020-03-09T00:00:00.000Z,8900,8900,8001,8038.5,3565316312,813564
2020-03-10T00:00:00.000Z,8038.5,8184.5,7630.5,7928,4800156501,1119012
2020-03-11T00:00:00.000Z,7928,8150,7723,7889.5,3415078897,764935
2020-03-12T00:00:00.000Z,7889.5,7985,7593,7939,2616658378,755014
2020-03-13T00:00:00.000Z,7939,7967,4266,4346,9879605680,2038313
2020-03-14T00:00:00.000Z,4346,5873.5,3596,5571.5,8470456293,2019899
2020-03-15T00:00:00.000Z,5571.5,5651,5046,5160.5,2284697834,1038656
2020-03-16T00:00:00.000Z,5160.5,5974,5087,5338.5,2416784951,1058121
2020-03-17T00:00:00.000Z,5338.5,5347.5,4394,5036.5,3767784970,1760930
2020-03-18T00:00:00.000Z,5036.5,5566,4930,5327,2483878294,1246806
2020-03-19T00:00:00.000Z,5327,5455,5003.5,5409.5,2329210649,1122177
2020-03-20T00:00:00.000Z,5409.5,6464,5260,6185,2961750416,1218489
2020-03-21T00:00:00.000Z,6185,6946,5653,6204,3783695861,1491646
2020-03-22T00:00:00.000Z,6204,6448,5860,6192,2179889762,1045460
2020-03-23T00:00:00.000Z,6192,6422.5,5737.5,5820.5,2206628792,1019419
2020-03-24T00:00:00.000Z,5820.5,6640.5,5683,6486,2720999038,1087715
2020-03-25T00:00:00.000Z,6486,6876.5,6400,6765,2242836537,974631
2020-03-26T00:00:00.000Z,6765,6984,6454,6685.5,2234063864,918092
2020-03-27T00:00:00.000Z,6685.5,6793.5,6490,6760.5,1532859653,659431
2020-03-28T00:00:00.000Z,6760.5,6875,6250.5,6363.5,1641982373,615327
2020-03-29T00:00:00.000Z,6363.5,6364,6031.5,6250,1883833066,705022
2020-03-30T00:00:00.000Z,6250,6277,5860.5,5869,1502675683,593828
2020-03-31T00:00:00.000Z,5869,6647,5846,6408,2146883987,797887
2020-04-01T00:00:00.000Z,6408,6524.5,6325,6425,1367303451,593295
2020-04-02T00:00:00.000Z,6425,6723.5,6141.5,6671.5,2207635222,771841
2020-04-03T00:00:00.000Z,6671.5,7299,6571,6795.5,2972605816,962439
2020-04-04T00:00:00.000Z,6795.5,7049.5,6600,6738,2140975954,783094
2020-04-05T00:00:00.000Z,6738,7097,6600,6875,1619522774,645145
2020-04-06T00:00:00.000Z,6875,6920,6660.5,6775.5,1148471580,511370
2020-04-07T00:00:00.000Z,6775.5,7391.5,6766,7338,2341814274,869947
2020-04-08T00:00:00.000Z,7338,7475.5,7076,7193,2098135699,803792
2020-04-09T00:00:00.000Z,7193,7430,7152,7362.5,1776328298,727230
2020-04-10T00:00:00.000Z,7362.5,7373,7080,7289.5,1676985467,629724
2020-04-11T00:00:00.000Z,7289.5,7299,6754,6868.5,2206832440,764215
2020-04-12T00:00:00.000Z,6868.5,6950,6766,6885,1054582288,466526
2020-04-13T00:00:00.000Z,6885,7197,6780.5,6905.5,1720103437,626239
2020-04-14T00:00:00.000Z,6905.5,6930.5,6540,6853,2252284386,810624
